aph(2'')-Ih.1_KF652096	1	0	.	.	Original name: aph(2'')-Ih_1_KF652096
aph(2'')-Ig.1_CP004067	1	0	.	.	Original name: aph(2'')-Ig_1_CP004067
aph(2'')-If.1_KF652097	1	0	.	.	Original name: aph(2'')-If_1_KF652097
aph(2'')-If.2_AY701528	1	0	.	.	Original name: aph(2'')-If_2_AY701528
aph(2'')-Ia.2_AP009486	1	0	.	.	Original name: aph(2'')-Ia_2_AP009486
aph(2'')-Ia.3_AJ536195	1	0	.	.	Original name: aph(2'')-Ia_3_AJ536195
aph(2'')-Ib.3_KF652098	1	0	.	.	Original name: aph(2'')-Ib_3_KF652098
ant(6)-Ia.3_KF864551	1	0	.	.	Original name: ant(6)-Ia_3_KF864551
aac(2')-Ia.1_L06156	1	0	.	.	Original name: aac(2')-Ia_1_L06156
aac(2')-Ib.1_U41471	1	0	.	.	Original name: aac(2')-Ib_1_U41471
aac(2')-Ic.1_U72714	1	0	.	.	Original name: aac(2')-Ic_1_U72714
aac(2')-Id.1_U72743	1	0	.	.	Original name: aac(2')-Id_1_U72743
aac(2')-Ie.1_NC011896	1	0	.	.	Original name: aac(2')-Ie_1_NC011896
aac(3)-I.1_AJ877225	1	0	.	.	Original name: aac(3)-I_1_AJ877225
aac(3)-Ia.1_X15852	1	0	.	.	Original name: aac(3)-Ia_1_X15852
aac(3)-Ib.1_L06157	1	0	.	.	Original name: aac(3)-Ib_1_L06157
aac(3)-Ib-aac(6')-Ib'.1_AF355189	1	0	.	.	Original name: aac(3)-Ib-aac(6')-Ib'_1_AF355189
aac(3)-Ic.1_AJ511268	1	0	.	.	Original name: aac(3)-Ic_1_AJ511268
aac(3)-Id.1_AB114632	1	0	.	.	Original name: aac(3)-Id_1_AB114632
aac(3)-If.1_AY884051	1	0	.	.	Original name: aac(3)-If_1_AY884051
aac(3)-Ig.1_CP000282	1	0	.	.	Original name: aac(3)-Ig_1_CP000282
aac(3)-Ih.1_CP000490	1	0	.	.	Original name: aac(3)-Ih_1_CP000490
aac(3)-Ii.1_CP000356	1	0	.	.	Original name: aac(3)-Ii_1_CP000356
aac(3)-IIa.1_X51534	1	0	.	.	Original name: aac(3)-IIa_1_X51534
aac(3)-IIb.1_M97172	1	0	.	.	Original name: aac(3)-IIb_1_M97172
aac(3)-IIc.1_X54723	1	0	.	.	Original name: aac(3)-IIc_1_X54723
aac(3)-IId.1_EU022314	1	0	.	.	Original name: aac(3)-IId_1_EU022314
aac(3)-IIe.1_EU022315	1	0	.	.	Original name: aac(3)-IIe_1_EU022315
aac(3)-IIIa.1_X55652	1	0	.	.	Original name: aac(3)-IIIa_1_X55652
aac(3)-IIIb.1_L06160	1	0	.	.	Original name: aac(3)-IIIb_1_L06160
aac(3)-IIIc.1_L06161	1	0	.	.	Original name: aac(3)-IIIc_1_L06161
aac(3)-IVa.1_X01385	1	0	.	.	Original name: aac(3)-IVa_1_X01385
aac(3)-VIa.1_M88012	1	0	.	.	Original name: aac(3)-VIa_1_M88012
aac(3)-VIIa.1_M22999	1	0	.	.	Original name: aac(3)-VIIa_1_M22999
aac(3)-VIIIa.1_M55426	1	0	.	.	Original name: aac(3)-VIIIa_1_M55426
aac(3)-IXa.1_M55427	1	0	.	.	Original name: aac(3)-IXa_1_M55427
aac(3)-Xa.1_AB028210	1	0	.	.	Original name: aac(3)-Xa_1_AB028210
aac(6')-Ia.1_M18967	1	0	.	.	Original name: aac(6')-Ia_1_M18967
aac(6')-Ib.1_M21682	1	0	.	.	Original name: aac(6')-Ib_1_M21682
aac(6')-Ic.1_M94066	1	0	.	.	Original name: aac(6')-Ic_1_M94066
aac(6')-If.1_X55353	1	0	.	.	Original name: aac(6')-If_1_X55353
aac(6')-Ig.1_L09246	1	0	.	.	Original name: aac(6')-Ig_1_L09246
aac(6')-Ih.1_L29044	1	0	.	.	Original name: aac(6')-Ih_1_L29044
aac(6')-Ij.1_L29045	1	0	.	.	Original name: aac(6')-Ij_1_L29045
aac(6')-Ik.1_L29510	1	0	.	.	Original name: aac(6')-Ik_1_L29510
aac(6')-Ip.1_Z54241	1	0	.	.	Original name: aac(6')-Ip_1_Z54241
aac(6')-Im.1_AF337947	1	0	.	.	Original name: aac(6')-Im_1_AF337947
aac(6')-Iq.1_AF047556	1	0	.	.	Original name: aac(6')-Iq_1_AF047556
aac(6')-Ir.1_AF031326	1	0	.	.	Original name: aac(6')-Ir_1_AF031326
aac(6')-Is.1_AF031327	1	0	.	.	Original name: aac(6')-Is_1_AF031327
aac(6')-It.1_AF031328	1	0	.	.	Original name: aac(6')-It_1_AF031328
aac(6')-Iu.1_AF031329	1	0	.	.	Original name: aac(6')-Iu_1_AF031329
aac(6')-Iv.1_AF031330	1	0	.	.	Original name: aac(6')-Iv_1_AF031330
aac(6')-Iw.1_AF031331	1	0	.	.	Original name: aac(6')-Iw_1_AF031331
aac(6')-Iz.1_AF140221	1	0	.	.	Original name: aac(6')-Iz_1_AF140221
aac(6')-Iad.1_AB119105	1	0	.	.	Original name: aac(6')-Iad_1_AB119105
aac(6')-Iae.1_AB104852	1	0	.	.	Original name: aac(6')-Iae_1_AB104852
aac(6')-Iaf.1_AB462903	1	0	.	.	Original name: aac(6')-Iaf_1_AB462903
aac(6')-Iai.1_EU886977	1	0	.	.	Original name: aac(6')-Iai_1_EU886977
aac(6')-I30.1_AY289608	1	0	.	.	Original name: aac(6')-I30_1_AY289608
aac(6')-31.1_AM283489	1	0	.	.	Original name: aac(6')-31_1_AM283489
aac(6')-32.1_EF614235	1	0	.	.	Original name: aac(6')-32_1_EF614235
aac(6')-33.1_GQ337064	1	0	.	.	Original name: aac(6')-33_1_GQ337064
aac(6')-IIa.1_M29695	1	0	.	.	Original name: aac(6')-IIa_1_M29695
aac(6')-IIb.1_L06163	1	0	.	.	Original name: aac(6')-IIb_1_L06163
aac(6')-IIc.1_NC_012555	1	0	.	.	Original name: aac(6')-IIc_1_NC_012555
aac(6')-aph(2'').1_M13771	1	0	.	.	Original name: aac(6')-aph(2'')_1_M13771
aac(6')-Isa.1_AB116646	1	0	.	.	Original name: aac(6')-Isa_1_AB116646
aac(6')-Ib3.1_X60321	1	0	.	.	Original name: aac(6')-Ib3_1_X60321
aacA43.1_HQ247816	1	0	.	.	Original name: aacA43_1_HQ247816
ant(3'')-Ia.1_X02340	1	0	.	.	Original name: ant(3'')-Ia_1_X02340
aadA1.2_FJ591054	1	0	.	.	Original name: aadA1_2_FJ591054
aadA1.3_JQ414041	1	0	.	.	Original name: aadA1_3_JQ414041
aadA1b.1_M95287	1	0	.	.	Original name: aadA1b_1_M95287
aadA1.4_JQ480156	1	0	.	.	Original name: aadA1_4_JQ480156
aadA1.5_JX185132	1	0	.	.	Original name: aadA1_5_JX185132
aadA2.2_JQ364967	1	0	.	.	Original name: aadA2_2_JQ364967
aadA3.1_AF047479	1	0	.	.	Original name: aadA3_1_AF047479
aadA4.1_Z50802	1	0	.	.	Original name: aadA4_1_Z50802
aadA5.1_AF137361	1	0	.	.	Original name: aadA5_1_AF137361
aadA6.1_AF140629	1	0	.	.	Original name: aadA6_1_AF140629
aadA7.1_AF224733	1	0	.	.	Original name: aadA7_1_AF224733
aadA8.1_AF326210	1	0	.	.	Original name: aadA8_1_AF326210
aadA8b.2_AM040708	1	0	.	.	Original name: aadA8b_2_AM040708
aadA9.1_AJ420072	1	0	.	.	Original name: aadA9_1_AJ420072
aadA10.1_U37105	1	0	.	.	Original name: aadA10_1_U37105
aadA11.1_AY144590	1	0	.	.	Original name: aadA11_1_AY144590
aadA12.1_AY665771	1	0	.	.	Original name: aadA12_1_AY665771
aadA13.1_AY713504	1	0	.	.	Original name: aadA13_1_AY713504
aadA14.1_AJ884726	1	0	.	.	Original name: aadA14_1_AJ884726
aadA15.1_DQ393783	1	0	.	.	Original name: aadA15_1_DQ393783
aadA16.1_EU675686	1	0	.	.	Original name: aadA16_1_EU675686
aadA17.1_FJ460181	1	0	.	.	Original name: aadA17_1_FJ460181
aadA21.1_AY171244	1	0	.	.	Original name: aadA21_1_AY171244
aadA22.1_AM261837	1	0	.	.	Original name: aadA22_1_AM261837
aadA23.1_AJ809407	1	0	.	.	Original name: aadA23_1_AJ809407
aadA24.1_AM711129	1	0	.	.	Original name: aadA24_1_AM711129
ant(6)-Ia.2_KF421157	1	0	.	.	Original name: ant(6)-Ia_2_KF421157
aadD.1_AF181950	1	0	.	.	Original name: aadD_1_AF181950
aadK.1_M26879	1	0	.	.	Original name: aadK_1_M26879
ant(3'')-Ii-aac(6')-IId.1_AF453998	1	0	.	.	Original name: ant(3'')-Ii-aac(6')-IId_1_AF453998
ant(4')-Ib.1_AJ506108	1	0	.	.	Original name: ant(4')-Ib_1_AJ506108
ant(4')-IIa.1_M98270	1	0	.	.	Original name: ant(4')-IIa_1_M98270
ant(4')-IIb.1_AY114142	1	0	.	.	Original name: ant(4')-IIb_1_AY114142
ant(6)-Ia.1_AF330699	1	0	.	.	Original name: ant(6)-Ia_1_AF330699
ant(6)-Ib.1_FN594949	1	0	.	.	Original name: ant(6)-Ib_1_FN594949
aph(2'')-Ib.1_AF337947	1	0	.	.	Original name: aph(2'')-Ib_1_AF337947
aph(2'')-Ic.1_U51479	1	0	.	.	Original name: aph(2'')-Ic_1_U51479
aph(2'')-Id.1_AF016483	1	0	.	.	Original name: aph(2'')-Id_1_AF016483
aph(2'')-Ie.1_AY743255	1	0	.	.	Original name: aph(2'')-Ie_1_AY743255
aph(3')-Ia.1_V00359	1	0	.	.	Original name: aph(3')-Ia_1_V00359
aph(3')-Ib.1_M20305	1	0	.	.	Original name: aph(3')-Ib_1_M20305
aph(3'')-Ic.1_DQ336355	1	0	.	.	Original name: aph(3'')-Ic_1_DQ336355
aph(3')-Id.1_Z48231	1	0	.	.	Original name: aph(3')-Id_1_Z48231
aph(3')-IIa.1_X57709	1	0	.	.	Original name: aph(3')-IIa_1_X57709
aph(3')-IIb.1_X90856	1	0	.	.	Original name: aph(3')-IIb_1_X90856
aph(3')-IIc.1_AM743169	1	0	.	.	Original name: aph(3')-IIc_1_AM743169
aph(3')-III.1_M26832	1	0	.	.	Original name: aph(3')-III_1_M26832
